No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi,,,,,
210,415,0.00082584800000000,6.96E-08,7.53E-11,3.78E-11,7.87E-22,9.88E-15,1.47E-21,sedih,,,,,
211,421,0.00074853100000000,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,-2.19E-27,bahagia,,,,,
212,422,0.00068005000000000,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,-1.17E-27,bahagia,,,,,
213,423,0.00074286900000000,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-8.18E-25,sedih,,,,,
214,427,0.00099614000000000,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,-1.56E-22,sedih,,,,,
215,428,0.00095033500000000,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,-2.63E-23,sedih,,,,,
216,429,0.00108512500000000,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,-1.56E-22,bahagia,,,,,
217,433,0.00082413900000000,5.59E-09,4.85E-11,4.19E-12,-4.25E-23,-1.59E-16,1.93E-23,sedih,,,,,
218,434,0.00110789800000000,7.97E-08,8.13E-11,1.97E-12,1.78E-24,2.85E-16,1.17E-23,sedih,,,,,
219,435,0.00092096400000000,1.12E-08,1.49E-11,5.57E-12,3.22E-23,7.89E-17,-3.06E-23,bahagia,,,,,
220,439,0.00099614000000000,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,-1.56E-22,sedih,,,,,
221,440,0.00095033500000000,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,-2.63E-23,sedih,,,,,
222,441,0.00108512500000000,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,-1.56E-22,sedih,,,,,
223,445,0.00074853100000000,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,-2.19E-27,sedih,,,,,
224,446,0.00068005000000000,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,-1.17E-27,sedih,,,,,
225,447,0.00074286900000000,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-8.18E-25,sedih,,,,,
226,451,0.00075647700000000,5.95E-08,8.06E-13,3.08E-12,4.82E-24,3.12E-16,1.19E-23,sedih,,,,,
227,452,0.00072408900000000,1.43E-08,3.57E-11,1.13E-13,2.27E-25,6.27E-18,1.50E-25,sedih,,,,,
228,455,0.00081202800000000,8.52E-09,4.06E-12,3.73E-12,1.38E-23,-3.16E-16,-7.92E-24,bahagia,,,,,
229,456,0.00082339800000000,4.41E-09,4.53E-13,1.02E-11,2.10E-23,-9.13E-17,-1.48E-24,sedih,,,,,
230,459,0.00083149300000000,3.19E-08,9.68E-11,9.74E-13,-2.62E-24,-1.71E-16,-2.62E-24,sedih,,,,,
231,460,0.00070158400000000,2.79E-08,7.57E-12,5.25E-14,3.08E-26,8.59E-18,-9.96E-27,sedih,,,,,
232,461,0.00072189300000000,1.10E-08,1.06E-11,3.71E-13,-5.74E-25,-3.84E-17,-5.91E-25,sedih,,,,,
233,462,0.00078627000000000,4.92E-08,9.58E-12,1.54E-12,3.05E-24,-2.29E-16,-3.14E-25,sedih,,,,,
234,467,0.00086017900000000,1.51E-09,1.25E-11,2.06E-12,6.84E-24,-7.98E-18,2.58E-24,sedih,,,,,
235,468,0.00089253500000000,3.14E-08,4.02E-11,9.46E-12,8.77E-23,-5.32E-16,3.61E-23,sedih,,,,,
236,471,0.00089951800000000,1.05E-08,5.28E-12,9.05E-13,1.25E-24,7.78E-17,1.65E-24,sedih,,,,,
237,472,0.00074743600000000,5.45E-09,2.85E-11,5.94E-13,-2.33E-24,3.27E-17,7.11E-25,sedih,,,,,
238,475,0.00080860100000000,1.32E-07,1.05E-11,4.55E-12,-8.64E-24,1.18E-15,3.78E-23,sedih,,,,,
239,476,0.00079927200000000,4.83E-09,5.58E-12,7.40E-13,-4.10E-25,-5.14E-17,-2.79E-25,bahagia,,,,,
240,479,0.00082120000000000,3.12E-08,2.32E-11,6.58E-12,7.12E-23,-2.64E-16,2.13E-23,sedih,,,,,
241,480,0.00073650300000000,1.72E-09,8.95E-12,3.50E-13,-6.14E-25,5.36E-18,-2.78E-25,sedih,,,,,
242,483,0.00091933700000000,4.86E-08,1.45E-10,2.02E-11,7.67E-23,3.79E-16,4.46E-22,sedih,,,,,
243,484,0.00093641400000000,5.36E-08,1.05E-11,2.94E-11,-2.62E-22,-2.90E-15,-9.93E-22,sedih,,,,,
244,487,0.00075215800000000,1.11E-09,2.93E-13,1.03E-12,-5.68E-25,-3.43E-17,-4.24E-25,sedih,,,,,
245,488,0.00078529300000000,1.38E-09,3.13E-12,1.17E-12,1.51E-24,2.47E-17,1.87E-24,sedih,,,,,
246,491,0.00085101100000000,4.35E-08,4.20E-11,4.72E-12,-3.86E-23,9.46E-16,-2.27E-24,sedih,,,,,
247,492,0.00077989900000000,3.22E-09,2.75E-12,5.25E-13,-5.79E-25,-2.92E-17,-3.01E-25,bahagia,,,,,
248,495,0.00076321100000000,1.31E-09,1.87E-12,7.73E-13,2.44E-25,-1.40E-17,-1.14E-25,sedih,,,,,
249,496,0.00067217600000000,1.20E-10,8.36E-14,4.96E-14,3.06E-27,-5.11E-19,-8.96E-28,sedih,,,,,
250,497,0.00071328600000000,1.26E-09,7.36E-13,4.01E-13,-1.94E-25,-1.42E-17,-1.92E-25,sedih,,,,,
251,501,0.00085730700000000,3.45E-09,1.19E-11,5.02E-12,1.57E-23,-2.92E-16,-1.54E-23,sedih,,,,,
252,502,0.00102711400000000,4.72E-08,9.41E-13,1.37E-13,4.50E-27,-9.66E-18,4.76E-26,sedih,,,,,
253,505,0.00095986900000000,2.47E-08,2.72E-11,1.33E-11,-1.13E-22,-1.16E-15,9.41E-23,bahagia,,,,,
254,506,0.00069710700000000,5.34E-08,3.82E-12,1.90E-13,1.24E-25,1.12E-17,5.60E-26,sedih,,,,,
255,509,0.00087166400000000,1.17E-09,1.52E-11,7.66E-14,5.86E-26,8.63E-19,2.12E-26,sedih,,,,,
256,510,0.00096198700000000,3.06E-08,1.10E-11,7.25E-12,-3.86E-23,-9.09E-16,2.85E-23,sedih,,,,,
257,513,0.00202139300000000,1.68E-07,2.09E-09,3.13E-10,9.26E-20,1.17E-13,4.72E-20,natural,,,,,
258,514,0.00085989600000000,2.09E-09,2.30E-10,1.29E-11,-6.90E-22,5.34E-16,-1.31E-22,sedih,,,,,
259,517,0.00090240700000000,9.76E-09,1.13E-12,5.02E-12,4.25E-24,8.79E-17,-8.20E-24,sedih,,,,,
260,518,0.00083207400000000,1.44E-08,4.48E-12,4.20E-13,3.11E-25,-3.31E-17,9.54E-26,sedih,,,,,
261,521,0.00073204500000000,1.37E-10,5.88E-13,1.67E-13,4.06E-26,1.89E-18,7.57E-26,sedih,,,,,
262,522,0.00076589300000000,2.71E-09,4.72E-13,1.07E-12,-5.15E-25,-1.94E-18,1.18E-25,sedih,,,,,
263,523,0.00066307400000000,3.35E-09,5.11E-12,1.37E-14,1.78E-27,-4.74E-19,7.89E-28,sedih,,,,,
264,527,0.00097431200000000,6.42E-10,1.76E-10,8.34E-12,1.73E-22,1.53E-16,6.13E-23,sedih,,,,,
265,528,0.00080844800000000,1.67E-13,4.25E-11,1.59E-12,-5.34E-24,-4.65E-19,6.72E-24,sedih,,,,,
266,529,0.00091284300000000,6.02E-09,4.36E-12,1.59E-11,-6.86E-23,-1.05E-15,1.02E-22,sedih,,,,,
267,530,0.00078113600000000,2.80E-09,1.88E-12,6.93E-13,5.53E-25,-3.62E-17,-3.01E-25,sedih,,,,,
268,531,0.00084667800000000,8.69E-09,1.16E-11,1.03E-11,-1.85E-24,-5.37E-16,-1.26E-22,sedih,,,,,
269,532,0.00085536500000000,1.90E-09,6.71E-12,7.38E-12,5.11E-23,2.62E-16,4.47E-24,sedih,,,,,
270,539,0.00073223400000000,1.78E-09,1.58E-11,4.92E-13,-7.39E-25,-2.04E-17,-5.19E-25,sedih,,,,,
271,540,0.00079387700000000,5.15E-08,3.51E-11,1.99E-12,1.21E-23,-2.34E-16,-1.70E-24,sedih,,,,,
272,541,0.00087348400000000,6.82E-08,1.96E-11,1.17E-11,-1.77E-22,3.05E-15,2.40E-23,sedih,,,,,
273,542,0.00082235500000000,1.91E-08,2.99E-11,5.89E-12,-4.88E-23,-7.83E-16,6.10E-23,sedih,,,,,
274,547,0.00091444400000000,1.48E-07,2.79E-11,8.97E-12,1.42E-22,2.91E-16,-1.16E-23,sedih,,,,,
275,548,0.00226337500000000,7.63E-08,3.26E-09,2.84E-10,1.02E-19,-3.01E-14,1.53E-20,natural,,,,,
276,549,0.00073010400000000,5.21E-09,1.58E-11,1.92E-13,3.08E-25,-5.35E-19,-1.39E-25,sedih,,,,,
277,553,0.00174242800000000,2.03E-07,8.16E-10,1.52E-10,-3.70E-20,-2.89E-14,-1.22E-20,sedih,,,,,
278,554,0.00081161700000000,4.63E-08,1.21E-11,6.47E-13,-1.76E-24,-1.22E-16,-5.35E-25,sedih,,,,,
279,557,0.00083612200000000,1.58E-08,1.04E-11,7.01E-13,1.88E-24,5.70E-17,2.32E-24,sedih,,,,,
280,558,0.00081535000000000,2.36E-08,1.54E-11,5.17E-12,1.85E-23,-2.07E-16,-1.63E-23,sedih,,,,,
281,561,0.00083667800000000,9.47E-08,1.47E-11,9.86E-16,1.18E-28,-9.11E-20,2.37E-29,sedih,,,,,
282,562,0.00072682600000000,4.75E-09,4.51E-12,6.00E-13,-5.57E-26,-3.33E-17,-1.25E-24,sedih,,,,,
283,565,0.00087142800000000,6.51E-10,1.74E-11,1.48E-13,1.98E-25,2.88E-18,3.61E-26,sedih,,,,,
284,566,0.00087017600000000,1.62E-07,2.63E-12,7.20E-13,9.52E-25,2.72E-16,-3.10E-26,sedih,,,,,
285,569,0.00080218200000000,2.04E-08,1.42E-12,1.19E-12,-1.25E-24,-8.01E-17,-9.18E-25,sedih,,,,,
286,570,0.00091518400000000,1.07E-07,9.75E-11,1.19E-12,1.06E-23,5.92E-17,2.56E-24,sedih,,,,,
287,571,0.00112002000000000,2.20E-08,3.64E-11,1.57E-11,-3.62E-22,-2.28E-15,-1.21E-22,sedih,,,,,
288,572,0.00087005500000000,9.50E-08,6.90E-11,9.43E-12,-2.30E-23,1.32E-15,3.36E-24,sedih,,,,,
289,573,0.00071109500000000,6.70E-10,1.43E-12,3.65E-13,1.94E-25,2.10E-18,2.18E-25,sedih,,,,,
290,574,0.00079445400000000,8.11E-09,6.65E-12,8.44E-13,5.46E-25,-4.67E-17,-1.94E-24,sedih,,,,,
291,581,0.00146899600000000,8.89E-07,4.49E-11,2.24E-11,5.05E-22,-1.76E-14,-1.89E-22,sedih,,,,,
292,582,0.00106274800000000,4.47E-08,3.36E-11,9.78E-12,1.65E-22,-9.56E-16,3.32E-23,sedih,,,,,
293,583,0.00101828300000000,5.35E-09,3.10E-11,2.71E-11,7.77E-22,1.82E-15,-5.20E-22,bahagia,,,,,
294,584,0.00103973400000000,1.47E-08,6.60E-11,3.57E-11,1.48E-21,3.30E-15,-1.07E-21,sedih,,,,,
295,589,0.00077936400000000,5.40E-09,6.36E-12,2.16E-12,7.81E-24,1.46E-16,6.33E-24,sedih,,,,,
296,590,0.00087490700000000,3.12E-08,2.79E-11,1.04E-11,2.57E-23,-1.62E-15,-9.85E-23,bahagia,,,,,
297,591,0.00082660900000000,7.55E-09,5.18E-12,4.03E-13,4.66E-25,-2.05E-17,5.26E-25,sedih,,,,,
298,595,0.00082262500000000,1.17E-07,2.28E-11,4.93E-12,-4.51E-23,1.25E-15,-2.83E-24,sedih,,,,,
299,596,0.00072585600000000,3.36E-09,1.11E-11,8.26E-13,-2.80E-25,-2.29E-18,-2.71E-24,sedih,,,,,
300,597,0.00070276200000000,7.15E-10,5.83E-14,3.83E-13,-1.92E-26,-8.68E-18,-1.16E-25,sedih,,,,,
301,598,0.00081830400000000,6.83E-09,1.54E-11,1.88E-12,6.17E-24,-4.26E-17,1.95E-24,sedih,,,,,
302,603,0.00078409100000000,1.27E-08,2.04E-12,4.11E-13,2.16E-26,-3.24E-17,-4.40E-25,sedih,,,,,
303,604,0.00076228800000000,7.83E-09,2.22E-12,1.56E-12,8.74E-25,1.29E-16,-2.47E-25,sedih,,,,,
304,605,0.00082089900000000,4.68E-09,2.44E-11,1.13E-12,-3.17E-24,7.62E-17,-2.55E-24,sedih,,,,,
305,609,0.00066615000000000,8.28E-11,1.32E-13,1.93E-15,3.09E-29,1.57E-20,2.34E-29,sedih,,,,,
306,610,0.00085091300000000,7.26E-08,4.10E-13,5.63E-12,-2.22E-25,1.14E-17,-2.27E-24,sedih,,,,,
307,611,0.00074520200000000,1.15E-09,5.94E-12,1.46E-13,-8.32E-26,-4.51E-18,2.86E-26,sedih,,,,,
308,612,0.00075223200000000,3.38E-09,9.01E-12,6.37E-13,-1.35E-24,3.56E-17,-7.67E-25,sedih,,,,,
309,613,0.00068725700000000,2.06E-09,2.05E-12,6.03E-14,1.85E-26,-1.32E-18,9.03E-27,sedih,,,,,
310,619,0.00084837600000000,2.44E-09,7.00E-12,2.89E-12,1.19E-23,1.15E-16,-2.62E-24,sedih,,,,,
311,620,0.00094174000000000,4.20E-09,1.17E-11,1.71E-11,1.36E-22,1.38E-17,-1.03E-22,sedih,,,,,
312,621,0.00099684300000000,1.45E-08,2.98E-11,2.03E-11,3.05E-22,1.61E-15,-1.31E-22,sedih,,,,,
