No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi,,,,,
219,438,0.000920964,1.12E-08,1.49E-11,5.57E-12,3.22E-23,7.89E-17,3.92E-23,sedih,,,,,
220,442,0.00099614,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,7.23E-23,bahagia,,,,,
221,443,0.000950335,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,1.40E-22,sedih,,,,,
222,444,0.001085125,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,1.39E-22,bahagia,,,,,
223,448,0.000748531,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,3.78E-26,sedih,,,,,
224,449,0.00068005,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,1.16E-27,sedih,,,,,
225,450,0.000742869,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-3.02E-25,sedih,,,,,
226,453,0.000756477,5.95E-08,8.06E-13,3.08E-12,4.82E-24,3.12E-16,-5.23E-25,sedih,,,,,
227,454,0.000724089,1.43E-08,3.57E-11,1.13E-13,2.27E-25,6.27E-18,2.49E-26,sedih,,,,,
228,457,0.000812028,8.52E-09,4.06E-12,3.73E-12,1.38E-23,-3.16E-16,-4.44E-24,sedih,,,,,
229,458,0.000823398,4.41E-09,4.53E-13,1.02E-11,2.10E-23,-9.13E-17,6.05E-24,sedih,,,,,
230,463,0.000831493,3.19E-08,9.68E-11,9.74E-13,-2.62E-24,-1.71E-16,9.09E-24,sedih,,,,,
231,464,0.000701584,2.79E-08,7.57E-12,5.25E-14,3.08E-26,8.59E-18,1.21E-26,sedih,,,,,
232,465,0.000721893,1.10E-08,1.06E-11,3.71E-13,-5.74E-25,-3.84E-17,4.61E-25,sedih,,,,,
233,466,0.00078627,4.92E-08,9.58E-12,1.54E-12,3.05E-24,-2.29E-16,-5.08E-24,sedih,,,,,
234,469,0.000860179,1.51E-09,1.25E-11,2.06E-12,6.84E-24,-7.98E-18,-7.88E-24,sedih,,,,,
235,470,0.000892535,3.14E-08,4.02E-11,9.46E-12,8.77E-23,-5.32E-16,1.62E-22,sedih,,,,,
236,473,0.000899518,1.05E-08,5.28E-12,9.05E-13,1.25E-24,7.78E-17,-1.53E-24,sedih,,,,,
237,474,0.000747436,5.45E-09,2.85E-11,5.94E-13,-2.33E-24,3.27E-17,-7.41E-25,sedih,,,,,
238,477,0.000799272,4.83E-09,5.58E-12,7.40E-13,-4.10E-25,-5.14E-17,1.44E-24,sedih,,,,,
239,478,0.000808601,1.32E-07,1.05E-11,4.55E-12,-8.64E-24,1.18E-15,-3.02E-23,sedih,,,,,
240,481,0.0008212,3.12E-08,2.32E-11,6.58E-12,7.12E-23,-2.64E-16,3.94E-23,sedih,,,,,
241,482,0.000736503,1.72E-09,8.95E-12,3.50E-13,-6.14E-25,5.36E-18,-8.16E-26,sedih,,,,,
242,485,0.000919337,4.86E-08,1.45E-10,2.02E-11,7.67E-23,3.79E-16,-1.09E-21,sedih,,,,,
243,486,0.000936414,5.36E-08,1.05E-11,2.94E-11,-2.62E-22,-2.90E-15,4.46E-22,sedih,,,,,
244,489,0.000752158,1.11E-09,2.93E-13,1.03E-12,-5.68E-25,-3.43E-17,-1.47E-26,sedih,,,,,
245,490,0.000785293,1.38E-09,3.13E-12,1.17E-12,1.51E-24,2.47E-17,-1.65E-24,sedih,,,,,
246,493,0.000851011,4.35E-08,4.20E-11,4.72E-12,-3.86E-23,9.46E-16,5.42E-23,sedih,,,,,
247,494,0.000779899,3.22E-09,2.75E-12,5.25E-13,-5.79E-25,-2.92E-17,2.55E-25,sedih,,,,,
248,498,0.000763211,1.31E-09,1.87E-12,7.73E-13,2.44E-25,-1.40E-17,8.96E-25,sedih,,,,,
249,499,0.000672176,1.20E-10,8.36E-14,4.96E-14,3.06E-27,-5.11E-19,9.17E-28,sedih,,,,,
250,500,0.000713286,1.26E-09,7.36E-13,4.01E-13,-1.94E-25,-1.42E-17,9.80E-26,sedih,,,,,
251,503,0.000857307,3.45E-09,1.19E-11,5.02E-12,1.57E-23,-2.92E-16,3.55E-23,sedih,,,,,
252,504,0.001027114,4.72E-08,9.41E-13,1.37E-13,4.50E-27,-9.66E-18,-4.91E-26,bahagia,,,,,
253,507,0.000959869,2.47E-08,2.72E-11,1.33E-11,-1.13E-22,-1.16E-15,2.27E-22,bahagia,,,,,
254,508,0.000697107,5.34E-08,3.82E-12,1.90E-13,1.24E-25,1.12E-17,1.04E-25,sedih,,,,,
255,511,0.000871664,1.17E-09,1.52E-11,7.66E-14,5.86E-26,8.63E-19,-5.81E-26,sedih,,,,,
256,512,0.000961987,3.06E-08,1.10E-11,7.25E-12,-3.86E-23,-9.09E-16,5.18E-23,sedih,,,,,
257,515,0.002021393,1.68E-07,2.09E-09,3.13E-10,9.26E-20,1.17E-13,-2.36E-19,natural,,,,,
258,516,0.000859896,2.09E-09,2.30E-10,1.29E-11,-6.90E-22,5.34E-16,-1.31E-22,sedih,,,,,
259,519,0.000902407,9.76E-09,1.13E-12,5.02E-12,4.25E-24,8.79E-17,1.12E-23,sedih,,,,,
260,520,0.000832074,1.44E-08,4.48E-12,4.20E-13,3.11E-25,-3.31E-17,-4.85E-25,sedih,,,,,
261,524,0.000732045,1.37E-10,5.88E-13,1.67E-13,4.06E-26,1.89E-18,-3.33E-26,bahagia,,,,,
262,525,0.000765893,2.71E-09,4.72E-13,1.07E-12,-5.15E-25,-1.94E-18,-5.58E-25,bahagia,,,,,
263,526,0.000663074,3.35E-09,5.11E-12,1.37E-14,1.78E-27,-4.74E-19,3.17E-27,sedih,,,,,
264,533,0.000974312,6.42E-10,1.76E-10,8.34E-12,1.73E-22,1.53E-16,-2.68E-22,sedih,,,,,
265,534,0.000808448,1.67E-13,4.25E-11,1.59E-12,-5.34E-24,-4.65E-19,-1.19E-23,sedih,,,,,
266,535,0.000912843,6.02E-09,4.36E-12,1.59E-11,-6.86E-23,-1.05E-15,-1.13E-22,sedih,,,,,
267,536,0.000781136,2.80E-09,1.88E-12,6.93E-13,5.53E-25,-3.62E-17,5.64E-25,sedih,,,,,
268,537,0.000846678,8.69E-09,1.16E-11,1.03E-11,-1.85E-24,-5.37E-16,1.13E-22,sedih,,,,,
269,538,0.000855365,1.90E-09,6.71E-12,7.38E-12,5.11E-23,2.62E-16,9.52E-24,sedih,,,,,
270,543,0.000732234,1.78E-09,1.58E-11,4.92E-13,-7.39E-25,-2.04E-17,1.16E-24,sedih,,,,,
271,544,0.000811103,7.24E-09,3.71E-11,6.24E-12,-5.67E-23,-4.50E-16,-7.61E-23,sedih,,,,,
272,545,0.000792425,4.48E-08,2.47E-11,2.12E-12,9.03E-24,-2.91E-16,1.24E-23,sedih,,,,,
273,546,0.000873484,6.82E-08,1.96E-11,1.17E-11,-1.77E-22,3.05E-15,-1.57E-23,sedih,,,,,
274,550,0.000914444,1.48E-07,2.79E-11,8.97E-12,1.42E-22,2.91E-16,-7.48E-24,bahagia,,,,,
275,551,0.002263375,7.63E-08,3.26E-09,2.84E-10,1.02E-19,-3.01E-14,2.54E-19,natural,,,,,
276,552,0.000730104,5.21E-09,1.58E-11,1.92E-13,3.08E-25,-5.35E-19,1.32E-25,sedih,,,,,
277,555,0.001742428,2.03E-07,8.16E-10,1.52E-10,-3.70E-20,-2.89E-14,-3.83E-20,sedih,,,,,
278,556,0.000811617,4.63E-08,1.21E-11,6.47E-13,-1.76E-24,-1.22E-16,4.21E-25,sedih,,,,,
279,559,0.000836122,1.58E-08,1.04E-11,7.01E-13,1.88E-24,5.70E-17,-2.47E-25,bahagia,,,,,
280,560,0.00081535,2.36E-08,1.54E-11,5.17E-12,1.85E-23,-2.07E-16,4.22E-23,sedih,,,,,
281,563,0.000836678,9.47E-08,1.47E-11,9.86E-16,1.18E-28,-9.11E-20,-5.15E-30,bahagia,,,,,
282,564,0.000726826,4.75E-09,4.51E-12,6.00E-13,-5.57E-26,-3.33E-17,9.86E-25,sedih,,,,,
283,567,0.000871428,6.51E-10,1.74E-11,1.48E-13,1.98E-25,2.88E-18,-1.34E-25,sedih,,,,,
284,568,0.000870176,1.62E-07,2.63E-12,7.20E-13,9.52E-25,2.72E-16,2.76E-25,sedih,,,,,
285,575,0.000802182,2.04E-08,1.42E-12,1.19E-12,-1.25E-24,-8.01E-17,9.23E-25,bahagia,,,,,
286,576,0.000915184,1.07E-07,9.75E-11,1.19E-12,1.06E-23,5.92E-17,-7.28E-24,bahagia,,,,,
287,577,0.00112002,2.20E-08,3.64E-11,1.57E-11,-3.62E-22,-2.28E-15,1.04E-22,sedih,,,,,
288,578,0.000870055,9.50E-08,6.90E-11,9.43E-12,-2.30E-23,1.32E-15,-2.39E-22,sedih,,,,,
289,579,0.000711095,6.70E-10,1.43E-12,3.65E-13,1.94E-25,2.10E-18,-1.78E-25,sedih,,,,,
290,580,0.000794454,8.11E-09,6.65E-12,8.44E-13,5.46E-25,-4.67E-17,1.92E-24,sedih,,,,,
291,585,0.001468996,8.89E-07,4.49E-11,2.24E-11,5.05E-22,-1.76E-14,5.00E-22,sedih,,,,,
292,586,0.001062748,4.47E-08,3.36E-11,9.78E-12,1.65E-22,-9.56E-16,6.51E-23,sedih,,,,,
293,587,0.001018283,5.35E-09,3.10E-11,2.71E-11,7.77E-22,1.82E-15,1.27E-22,sedih,,,,,
294,588,0.001039734,1.47E-08,6.60E-11,3.57E-11,1.48E-21,3.30E-15,8.95E-22,sedih,,,,,
295,592,0.000779364,5.40E-09,6.36E-12,2.16E-12,7.81E-24,1.46E-16,-1.60E-24,sedih,,,,,
296,593,0.000874907,3.12E-08,2.79E-11,1.04E-11,2.57E-23,-1.62E-15,1.74E-22,sedih,,,,,
297,594,0.000826609,7.55E-09,5.18E-12,4.03E-13,4.66E-25,-2.05E-17,-3.49E-25,bahagia,,,,,
298,599,0.000822625,1.17E-07,2.28E-11,4.93E-12,-4.51E-23,1.25E-15,-2.63E-23,bahagia,,,,,
299,600,0.000702762,7.15E-10,5.83E-14,3.83E-13,-1.92E-26,-8.68E-18,5.40E-26,sedih,,,,,
300,601,0.000725856,3.36E-09,1.11E-11,8.26E-13,-2.80E-25,-2.29E-18,2.48E-24,sedih,,,,,
301,602,0.000818304,6.83E-09,1.54E-11,1.88E-12,6.17E-24,-4.26E-17,-8.07E-24,sedih,,,,,
302,606,0.000764438,9.26E-09,1.78E-12,1.80E-12,1.40E-24,1.68E-16,2.90E-24,sedih,,,,,
303,607,0.000784517,1.08E-08,3.09E-12,3.49E-13,1.35E-25,-2.55E-17,3.36E-25,sedih,,,,,
304,608,0.000820899,4.68E-09,2.44E-11,1.13E-12,-3.17E-24,7.62E-17,5.01E-24,sedih,,,,,
305,614,0.00066615,8.28E-11,1.32E-13,1.93E-15,3.09E-29,1.57E-20,-1.14E-31,sedih,,,,,
306,615,0.000850913,7.26E-08,4.10E-13,5.63E-12,-2.22E-25,1.14E-17,-8.55E-24,sedih,,,,,
307,616,0.000745202,1.15E-09,5.94E-12,1.46E-13,-8.32E-26,-4.51E-18,-1.08E-25,sedih,,,,,
308,617,0.000752232,3.38E-09,9.01E-12,6.37E-13,-1.35E-24,3.56E-17,7.21E-25,sedih,,,,,
309,618,0.000687257,2.06E-09,2.05E-12,6.03E-14,1.85E-26,-1.32E-18,-1.04E-26,sedih,,,,,
310,622,0.000848376,2.44E-09,7.00E-12,2.89E-12,1.19E-23,1.15E-16,-5.22E-24,sedih,,,,,
311,623,0.00094174,4.20E-09,1.17E-11,1.71E-11,1.36E-22,1.38E-17,2.00E-22,sedih,,,,,
312,624,0.000996843,1.45E-08,2.98E-11,2.03E-11,3.05E-22,1.61E-15,3.93E-22,bahagia,,,,,
