No,ID Ciri Pengujian,Ciri 1,Ciri 2,Ciri 3,Ciri 4,Ciri 5,Ciri 6,Ciri 7,Kelas Terklasifikasi,,,,,
219,435,0.000920964,1.12E-08,1.49E-11,5.57E-12,3.22E-23,7.89E-17,-3.06E-23,bahagia,,,,,
220,439,0.00099614,1.26E-07,1.00E-11,9.55E-12,-5.93E-23,-2.89E-15,-1.56E-22,sedih,,,,,
221,440,0.000950335,1.60E-07,7.93E-11,7.49E-12,1.17E-22,-2.30E-15,-2.63E-23,sedih,,,,,
222,441,0.001085125,5.15E-09,7.81E-12,1.43E-11,6.17E-23,1.06E-16,-1.56E-22,sedih,,,,,
223,445,0.000748531,1.85E-09,2.61E-13,3.25E-13,-8.69E-26,-4.82E-18,-2.19E-27,sedih,,,,,
224,446,0.00068005,2.58E-10,2.28E-13,3.28E-14,2.59E-27,-4.83E-19,-1.17E-27,sedih,,,,,
225,447,0.000742869,2.74E-09,2.28E-12,7.35E-13,-9.02E-25,-3.39E-17,-8.18E-25,sedih,,,,,
226,451,0.000756477,5.95E-08,8.06E-13,3.08E-12,4.82E-24,3.12E-16,1.19E-23,sedih,,,,,
227,452,0.000724089,1.43E-08,3.57E-11,1.13E-13,2.27E-25,6.27E-18,1.50E-25,sedih,,,,,
228,455,0.000812028,8.52E-09,4.06E-12,3.73E-12,1.38E-23,-3.16E-16,-7.92E-24,bahagia,,,,,
229,456,0.000823398,4.41E-09,4.53E-13,1.02E-11,2.10E-23,-9.13E-17,-1.48E-24,sedih,,,,,
230,459,0.000831493,3.19E-08,9.68E-11,9.74E-13,-2.62E-24,-1.71E-16,-2.62E-24,sedih,,,,,
231,460,0.000701584,2.79E-08,7.57E-12,5.25E-14,3.08E-26,8.59E-18,-9.96E-27,sedih,,,,,
232,461,0.000721893,1.10E-08,1.06E-11,3.71E-13,-5.74E-25,-3.84E-17,-5.91E-25,sedih,,,,,
233,462,0.00078627,4.92E-08,9.58E-12,1.54E-12,3.05E-24,-2.29E-16,-3.14E-25,sedih,,,,,
234,467,0.000860179,1.51E-09,1.25E-11,2.06E-12,6.84E-24,-7.98E-18,2.58E-24,sedih,,,,,
235,468,0.000892535,3.14E-08,4.02E-11,9.46E-12,8.77E-23,-5.32E-16,3.61E-23,sedih,,,,,
236,471,0.000899518,1.05E-08,5.28E-12,9.05E-13,1.25E-24,7.78E-17,1.65E-24,sedih,,,,,
237,472,0.000747436,5.45E-09,2.85E-11,5.94E-13,-2.33E-24,3.27E-17,7.11E-25,sedih,,,,,
238,475,0.000808601,1.32E-07,1.05E-11,4.55E-12,-8.64E-24,1.18E-15,3.78E-23,sedih,,,,,
239,476,0.000799272,4.83E-09,5.58E-12,7.40E-13,-4.10E-25,-5.14E-17,-2.79E-25,bahagia,,,,,
240,479,0.0008212,3.12E-08,2.32E-11,6.58E-12,7.12E-23,-2.64E-16,2.13E-23,sedih,,,,,
241,480,0.000736503,1.72E-09,8.95E-12,3.50E-13,-6.14E-25,5.36E-18,-2.78E-25,sedih,,,,,
242,483,0.000919337,4.86E-08,1.45E-10,2.02E-11,7.67E-23,3.79E-16,4.46E-22,sedih,,,,,
243,484,0.000936414,5.36E-08,1.05E-11,2.94E-11,-2.62E-22,-2.90E-15,-9.93E-22,sedih,,,,,
244,487,0.000752158,1.11E-09,2.93E-13,1.03E-12,-5.68E-25,-3.43E-17,-4.24E-25,sedih,,,,,
245,488,0.000785293,1.38E-09,3.13E-12,1.17E-12,1.51E-24,2.47E-17,1.87E-24,sedih,,,,,
246,491,0.000851011,4.35E-08,4.20E-11,4.72E-12,-3.86E-23,9.46E-16,-2.27E-24,sedih,,,,,
247,492,0.000779899,3.22E-09,2.75E-12,5.25E-13,-5.79E-25,-2.92E-17,-3.01E-25,bahagia,,,,,
248,495,0.000763211,1.31E-09,1.87E-12,7.73E-13,2.44E-25,-1.40E-17,-1.14E-25,sedih,,,,,
249,496,0.000672176,1.20E-10,8.36E-14,4.96E-14,3.06E-27,-5.11E-19,-8.96E-28,sedih,,,,,
250,497,0.000713286,1.26E-09,7.36E-13,4.01E-13,-1.94E-25,-1.42E-17,-1.92E-25,sedih,,,,,
251,501,0.000857307,3.45E-09,1.19E-11,5.02E-12,1.57E-23,-2.92E-16,-1.54E-23,sedih,,,,,
252,502,0.001027114,4.72E-08,9.41E-13,1.37E-13,4.50E-27,-9.66E-18,4.76E-26,sedih,,,,,
253,505,0.000959869,2.47E-08,2.72E-11,1.33E-11,-1.13E-22,-1.16E-15,9.41E-23,bahagia,,,,,
254,506,0.000697107,5.34E-08,3.82E-12,1.90E-13,1.24E-25,1.12E-17,5.60E-26,sedih,,,,,
255,509,0.000871664,1.17E-09,1.52E-11,7.66E-14,5.86E-26,8.63E-19,2.12E-26,sedih,,,,,
256,510,0.000961987,3.06E-08,1.10E-11,7.25E-12,-3.86E-23,-9.09E-16,2.85E-23,sedih,,,,,
257,513,0.002021393,1.68E-07,2.09E-09,3.13E-10,9.26E-20,1.17E-13,4.72E-20,natural,,,,,
258,514,0.000859896,2.09E-09,2.30E-10,1.29E-11,-6.90E-22,5.34E-16,-1.31E-22,sedih,,,,,
259,517,0.000902407,9.76E-09,1.13E-12,5.02E-12,4.25E-24,8.79E-17,-8.20E-24,sedih,,,,,
260,518,0.000832074,1.44E-08,4.48E-12,4.20E-13,3.11E-25,-3.31E-17,9.54E-26,sedih,,,,,
261,521,0.000732045,1.37E-10,5.88E-13,1.67E-13,4.06E-26,1.89E-18,7.57E-26,sedih,,,,,
262,522,0.000765893,2.71E-09,4.72E-13,1.07E-12,-5.15E-25,-1.94E-18,1.18E-25,sedih,,,,,
263,523,0.000663074,3.35E-09,5.11E-12,1.37E-14,1.78E-27,-4.74E-19,7.89E-28,sedih,,,,,
264,527,0.000974312,6.42E-10,1.76E-10,8.34E-12,1.73E-22,1.53E-16,6.13E-23,sedih,,,,,
265,528,0.000808448,1.67E-13,4.25E-11,1.59E-12,-5.34E-24,-4.65E-19,6.72E-24,sedih,,,,,
266,529,0.000912843,6.02E-09,4.36E-12,1.59E-11,-6.86E-23,-1.05E-15,1.02E-22,sedih,,,,,
267,530,0.000781136,2.80E-09,1.88E-12,6.93E-13,5.53E-25,-3.62E-17,-3.01E-25,sedih,,,,,
268,531,0.000846678,8.69E-09,1.16E-11,1.03E-11,-1.85E-24,-5.37E-16,-1.26E-22,sedih,,,,,
269,532,0.000855365,1.90E-09,6.71E-12,7.38E-12,5.11E-23,2.62E-16,4.47E-24,sedih,,,,,
270,539,0.000732234,1.78E-09,1.58E-11,4.92E-13,-7.39E-25,-2.04E-17,-5.19E-25,sedih,,,,,
271,540,0.000793877,5.15E-08,3.51E-11,1.99E-12,1.21E-23,-2.34E-16,-1.70E-24,sedih,,,,,
272,541,0.000873484,6.82E-08,1.96E-11,1.17E-11,-1.77E-22,3.05E-15,2.40E-23,sedih,,,,,
273,542,0.000822355,1.91E-08,2.99E-11,5.89E-12,-4.88E-23,-7.83E-16,6.10E-23,sedih,,,,,
274,547,0.000914444,1.48E-07,2.79E-11,8.97E-12,1.42E-22,2.91E-16,-1.16E-23,sedih,,,,,
275,548,0.002263375,7.63E-08,3.26E-09,2.84E-10,1.02E-19,-3.01E-14,1.53E-20,natural,,,,,
276,549,0.000730104,5.21E-09,1.58E-11,1.92E-13,3.08E-25,-5.35E-19,-1.39E-25,sedih,,,,,
277,553,0.001742428,2.03E-07,8.16E-10,1.52E-10,-3.70E-20,-2.89E-14,-1.22E-20,sedih,,,,,
278,554,0.000811617,4.63E-08,1.21E-11,6.47E-13,-1.76E-24,-1.22E-16,-5.35E-25,sedih,,,,,
279,557,0.000836122,1.58E-08,1.04E-11,7.01E-13,1.88E-24,5.70E-17,2.32E-24,sedih,,,,,
280,558,0.00081535,2.36E-08,1.54E-11,5.17E-12,1.85E-23,-2.07E-16,-1.63E-23,sedih,,,,,
281,561,0.000836678,9.47E-08,1.47E-11,9.86E-16,1.18E-28,-9.11E-20,2.37E-29,sedih,,,,,
282,562,0.000726826,4.75E-09,4.51E-12,6.00E-13,-5.57E-26,-3.33E-17,-1.25E-24,sedih,,,,,
283,565,0.000871428,6.51E-10,1.74E-11,1.48E-13,1.98E-25,2.88E-18,3.61E-26,sedih,,,,,
284,566,0.000870176,1.62E-07,2.63E-12,7.20E-13,9.52E-25,2.72E-16,-3.10E-26,sedih,,,,,
285,569,0.000802182,2.04E-08,1.42E-12,1.19E-12,-1.25E-24,-8.01E-17,-9.18E-25,sedih,,,,,
286,570,0.000915184,1.07E-07,9.75E-11,1.19E-12,1.06E-23,5.92E-17,2.56E-24,sedih,,,,,
287,571,0.00112002,2.20E-08,3.64E-11,1.57E-11,-3.62E-22,-2.28E-15,-1.21E-22,sedih,,,,,
288,572,0.000870055,9.50E-08,6.90E-11,9.43E-12,-2.30E-23,1.32E-15,3.36E-24,sedih,,,,,
289,573,0.000711095,6.70E-10,1.43E-12,3.65E-13,1.94E-25,2.10E-18,2.18E-25,sedih,,,,,
290,574,0.000794454,8.11E-09,6.65E-12,8.44E-13,5.46E-25,-4.67E-17,-1.94E-24,sedih,,,,,
291,581,0.001468996,8.89E-07,4.49E-11,2.24E-11,5.05E-22,-1.76E-14,-1.89E-22,sedih,,,,,
292,582,0.001062748,4.47E-08,3.36E-11,9.78E-12,1.65E-22,-9.56E-16,3.32E-23,sedih,,,,,
293,583,0.001018283,5.35E-09,3.10E-11,2.71E-11,7.77E-22,1.82E-15,-5.20E-22,bahagia,,,,,
294,584,0.001039734,1.47E-08,6.60E-11,3.57E-11,1.48E-21,3.30E-15,-1.07E-21,sedih,,,,,
295,589,0.000779364,5.40E-09,6.36E-12,2.16E-12,7.81E-24,1.46E-16,6.33E-24,sedih,,,,,
296,590,0.000874907,3.12E-08,2.79E-11,1.04E-11,2.57E-23,-1.62E-15,-9.85E-23,bahagia,,,,,
297,591,0.000826609,7.55E-09,5.18E-12,4.03E-13,4.66E-25,-2.05E-17,5.26E-25,sedih,,,,,
298,595,0.000822625,1.17E-07,2.28E-11,4.93E-12,-4.51E-23,1.25E-15,-2.83E-24,sedih,,,,,
299,596,0.000725856,3.36E-09,1.11E-11,8.26E-13,-2.80E-25,-2.29E-18,-2.71E-24,sedih,,,,,
300,597,0.000702762,7.15E-10,5.83E-14,3.83E-13,-1.92E-26,-8.68E-18,-1.16E-25,sedih,,,,,
301,598,0.000818304,6.83E-09,1.54E-11,1.88E-12,6.17E-24,-4.26E-17,1.95E-24,sedih,,,,,
302,603,0.000784091,1.27E-08,2.04E-12,4.11E-13,2.16E-26,-3.24E-17,-4.40E-25,sedih,,,,,
303,604,0.000762288,7.83E-09,2.22E-12,1.56E-12,8.74E-25,1.29E-16,-2.47E-25,sedih,,,,,
304,605,0.000820899,4.68E-09,2.44E-11,1.13E-12,-3.17E-24,7.62E-17,-2.55E-24,sedih,,,,,
305,609,0.00066615,8.28E-11,1.32E-13,1.93E-15,3.09E-29,1.57E-20,2.34E-29,sedih,,,,,
306,610,0.000850913,7.26E-08,4.10E-13,5.63E-12,-2.22E-25,1.14E-17,-2.27E-24,sedih,,,,,
307,611,0.000745202,1.15E-09,5.94E-12,1.46E-13,-8.32E-26,-4.51E-18,2.86E-26,sedih,,,,,
308,612,0.000752232,3.38E-09,9.01E-12,6.37E-13,-1.35E-24,3.56E-17,-7.67E-25,sedih,,,,,
309,613,0.000687257,2.06E-09,2.05E-12,6.03E-14,1.85E-26,-1.32E-18,9.03E-27,sedih,,,,,
310,619,0.000848376,2.44E-09,7.00E-12,2.89E-12,1.19E-23,1.15E-16,-2.62E-24,sedih,,,,,
311,620,0.00094174,4.20E-09,1.17E-11,1.71E-11,1.36E-22,1.38E-17,-1.03E-22,sedih,,,,,
312,621,0.000996843,1.45E-08,2.98E-11,2.03E-11,3.05E-22,1.61E-15,-1.31E-22,sedih,,,,,
